"IDN4";"NM4";"IDN3";"NM3";"IDN2";"NM2";"KATEGORIA";"TXT";"POINT_X";"POINT_Y"
526100;"Prihradzany";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-338550.68;-1250803.01
526223;"Silica";808;"Roòava";8;"Košickı  kraj";"obec";;-317719.88;-1255165.07
508187;"Píla";107;"Pezinok";1;"Bratislavskı kraj";"obec";;-554498.73;-1255177.11
522635;"Zemplínske Kopèany";807;"Michalovce";8;"Košickı  kraj";"obec";;-214479.42;-1256229.58
555509;"Zálesie";108;"Senec";1;"Bratislavskı kraj";"obec";;-560916.26;-1279467.14
543918;"Ve¾kı Kamenec";811;"Trebišov";8;"Košickı  kraj";"obec";;-223993.51;-1281509.92
555967;"Telince";403;"Nitra";4;"Nitriansky  kraj";"obec";;-479495.5;-1279845.73
508110;"Most pri Bratislave";108;"Senec";1;"Bratislavskı kraj";"obec";;-561633.67;-1282358.65
503801;"Hrubı Šúr";108;"Senec";1;"Bratislavskı kraj";"obec";;-550261.81;-1280131.34
516015;"Horná Strehová";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-400687.54;-1280613.72
515931;"Èerveòany";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-402880.25;-1269294.7
511536;"Lentvora";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-398212.14;-1270350.52
528692;"Ptrukša";807;"Michalovce";8;"Košickı  kraj";"obec";;-198935.73;-1268122.93
557331;"Gregorova Vieska";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-388631.82;-1269664.17
557927;"Zacharovce";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-353365.36;-1269715.5
504041;"Šintava";202;"Galanta";2;"Trnavskı kraj";"obec";;-524484.45;-1269977.42
528234;"Cejkov";811;"Trebišov";8;"Košickı  kraj";"obec";;-226710.73;-1269253.86
512001;"Ve¾ká Ves";607;"Poltár";6;"Banskobystrickı kraj";"obec";;-381596.49;-1270587.24
507865;"Èataj";108;"Senec";1;"Bratislavskı kraj";"obec";;-545134.62;-1269629.86
508217;"Senec";108;"Senec";1;"Bratislavskı kraj";"okresné mesto";;-551442.32;-1274515.47
518433;"Horné Mladonice";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-420628.67;-1271920.72
502111;"Èajkov";402;"Levice";4;"Nitriansky  kraj";"obec";;-461911.44;-1274730.26
518301;"Dolné Mladonice";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-422578.19;-1272653.09
508080;"Marianka";106;"Malacky";1;"Bratislavskı kraj";"obec";;-575967.27;-1268875.7
502707;"Rybník";402;"Levice";4;"Nitriansky  kraj";"obec";;-464624.6;-1274150.33
511773;"Praha";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-394100.52;-1271736.89
503959;"Pata";202;"Galanta";2;"Trnavskı kraj";"obec";;-519207.32;-1271115.2
514713;"Figa";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-338793.95;-1271556.54
516601;"Baïan";602;"Banská Štiavnica";6;"Banskobystrickı kraj";"obec";;-443644.82;-1271585.88
508225;"Slovenskı Grob";107;"Pezinok";1;"Bratislavskı kraj";"obec";;-559982.41;-1269708.45
500909;"Vieska nad itavou";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-479251.28;-1270429.42
504149;"Ve¾kı Grob";202;"Galanta";2;"Trnavskı kraj";"obec";;-544012.49;-1271785.19
543969;"Vojka";811;"Trebišov";8;"Košickı  kraj";"obec";;-215628.48;-1270307.93
515566;"Stránska";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-336814.01;-1270932.69
514934;"Hubovo";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-330231.32;-1271799.53
528188;"Boany";811;"Trebišov";8;"Košickı  kraj";"obec";;-202644.16;-1272363.0
543497;"Prakovce";801;"Gelnica";8;"Košickı  kraj";"obec";;-288507.86;-1227584.31
524751;"Lesíèek";707;"Prešov";7;"Prešovskı kraj";"obec";;-252548.85;-1218089.33
500674;"Podhorany";403;"Nitra";4;"Nitriansky  kraj";"obec";;-496447.84;-1261874.04
500941;"Vıèapy-Opatovce";403;"Nitra";4;"Nitriansky  kraj";"obec";;-498899.34;-1258097.54
543152;"Chras nad Hornádom";810;"Spišská Nová Ves";8;"Košickı  kraj";"obec";;-302171.25;-1214884.29
529061;"Rohoník";702;"Humenné";7;"Prešovskı kraj";"obec";;-223685.43;-1197689.33
520039;"Belá nad Cirochou";709;"Snina";7;"Prešovskı kraj";"obec";;-199761.56;-1213759.65
582719;"Štitáre";403;"Nitra";4;"Nitriansky  kraj";"obec";;-493839.39;-1265303.81
559938;"Malá Franková";703;"Kemarok";7;"Prešovskı kraj";"obec";;-328959.77;-1169956.91
515850;"Ve¾kı Krtíš";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"okresné mesto";;-407052.86;-1288012.54
527017;"Stráòany";710;"Stará ¼ubovòa";7;"Prešovskı kraj";"obec";;-311452.16;-1165034.92
580449;"Brodzany";305;"Partizánske";3;"Trenèiansky kraj";"obec";;-477759.59;-1237808.71
512010;"Ve¾ké Dravce";606;"Luèenec";6;"Banskobystrickı kraj";"enkláva - nezobrazuje sa";;-368730.7;-1272557.5
514501;"Barca";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-340654.08;-1274033.68
555878;"Horná Krá¾ová";405;"Ša¾a";4;"Nitriansky  kraj";"obec";;-512998.21;-1275402.08
528129;"Bara";811;"Trebišov";8;"Košickı  kraj";"obec";;-230458.3;-1273576.39
515604;"Sútor";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-348864.98;-1275842.52
511421;"Haliè";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-389235.44;-1273025.9
504114;"Váhovce";202;"Galanta";2;"Trnavskı kraj";"obec";;-522428.07;-1274076.6
518735;"Sebechleby";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-436017.07;-1278638.26
503975;"Pusté Ú¾any";202;"Galanta";2;"Trnavskı kraj";"obec";;-538253.0;-1274558.76
528285;"Èierna";811;"Trebišov";8;"Košickı  kraj";"obec";;-201315.87;-1274446.96
516414;"Sucháò";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-415618.61;-1275831.55
518956;"Zemiansky Vrbovok";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-421312.35;-1273161.48
518565;"Lackov";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-418202.7;-1274728.84
500232;"Golianovo";403;"Nitra";4;"Nitriansky  kraj";"obec";;-492617.07;-1274535.44
518573;"Ladzany";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-439513.86;-1279372.56
507814;"Bernolákovo";108;"Senec";1;"Bratislavskı kraj";"obec";;-558965.11;-1276133.48
511528;"Lehôtka";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-391601.84;-1274513.72
515035;"Kesovce";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-331349.08;-1274412.27
502863;"Tlmaèe";402;"Levice";4;"Nitriansky  kraj";"mesto";;-466942.16;-1274489.61
516309;"Pravica";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-398221.68;-1276606.7
502057;"Bátovce";402;"Levice";4;"Nitriansky  kraj";"obec";;-450987.07;-1275658.11
515442;"Rimavská Seè";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-340600.63;-1281759.93
514799;"Gortva";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-356160.76;-1281422.85
503886;"Krá¾ová nad Váhom";405;"Ša¾a";4;"Nitriansky  kraj";"obec";;-519042.9;-1283543.77
501662;"Janíky";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-552762.8;-1283215.05
516392;"Slovenské K¾aèany";610;"Ve¾kı Krtíš";6;"Banskobystrickı kraj";"obec";;-399226.92;-1282433.76
515639;"Širkovce";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-351600.15;-1282901.24
502430;"Krškany";402;"Levice";4;"Nitriansky  kraj";"obec";;-457240.14;-1282992.15
511404;"Fi¾akovské Kováèe";606;"Luèenec";6;"Banskobystrickı kraj";"obec";;-374849.41;-1280963.36
518743;"Selce";605;"Krupina";6;"Banskobystrickı kraj";"obec";;-429286.49;-1281108.21
503720;"Dlhá nad Váhom";405;"Ša¾a";4;"Nitriansky  kraj";"obec";;-517305.62;-1283334.2
515183;"Martinová";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-345478.31;-1282133.84
503835;"Jelka";202;"Galanta";2;"Trnavskı kraj";"obec";;-544341.96;-1283779.12
508331;"Vlky";108;"Senec";1;"Bratislavskı kraj";"obec";;-554310.15;-1281199.19
502031;"Levice";402;"Levice";4;"Nitriansky  kraj";"okresné mesto";;-461974.66;-1282666.51
501204;"Kolárovo";401;"Komárno";4;"Nitriansky  kraj";"mesto";;-510850.83;-1312692.19
502375;"Ipe¾skı Sokolec";402;"Levice";4;"Nitriansky  kraj";"obec";;-448981.98;-1306127.43
502006;"Vrakúò";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-539207.08;-1307247.46
503461;"Bodíky";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-550184.35;-1307631.87
555649;"Mad";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-534852.33;-1305877.43
501611;"Dolnı Štál";201;"Dunajská Streda";2;"Trnavskı kraj";"obec";;-531052.7;-1308461.59
504611;"Petrova Ves";206;"Skalica";2;"Trnavskı kraj";"enkláva - nezobrazuje sa";;-571669.45;-1213303.04
555746;"Vieska";201;"Dunajská Streda";2;"Trnavskı kraj";"enkláva - nezobrazuje sa";;-536666.5;-1291855.66
512125;"Budiš";509;"Turèianske Teplice";5;"ilinskı kraj";"obec";;-445035.52;-1211060.32
514331;"Pravenec";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-452990.55;-1212144.55
512265;"Háj";509;"Turèianske Teplice";5;"ilinskı kraj";"obec";;-435735.03;-1212945.47
529290;"alobín";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-227097.62;-1213538.37
524174;"Bajerov";707;"Prešov";7;"Prešovskı kraj";"obec";;-272097.42;-1213336.41
505595;"Trebichava";301;"Bánovce nad Bebravou";3;"Trenèiansky kraj";"obec";;-478931.61;-1213930.91
524263;"Bzenov";707;"Prešov";7;"Prešovskı kraj";"obec";;-268514.32;-1213768.57
504581;"Myjava";303;"Myjava";3;"Trenèiansky kraj";"okresné mesto";;-533047.97;-1216330.75
508691;"Jarabá";603;"Brezno";6;"Banskobystrickı kraj";"obec";;-376700.46;-1214157.22
504734;"Radimov";206;"Skalica";2;"Trnavskı kraj";"obec";;-560223.05;-1214398.66
520926;"Udavské";702;"Humenné";7;"Prešovskı kraj";"obec";;-209707.64;-1213593.84
508560;"Donovaly";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-410986.2;-1212918.27
504351;"Gbely";206;"Skalica";2;"Trnavskı kraj";"mesto";;-566297.62;-1217631.67
508675;"Brusno";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-399648.81;-1223668.73
508551;"Dolnı Harmanec";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-423884.1;-1219921.99
504840;"Sobotište";205;"Senica";2;"Trnavskı kraj";"obec";;-545023.89;-1217030.96
524662;"Kokošovce";707;"Prešov";7;"Prešovskı kraj";"obec";;-256239.42;-1214969.64
508900;"Polomka";603;"Brezno";6;"Banskobystrickı kraj";"obec";;-364947.84;-1219190.37
514381;"Seè";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-464119.0;-1215412.41
504980;"Závod";106;"Malacky";1;"Bratislavskı kraj";"obec";;-574869.26;-1235744.5
507679;"Trebatice";204;"Piešany";2;"Trnavskı kraj";"obec";;-521256.69;-1235202.72
505803;"abokreky nad Nitrou";305;"Partizánske";3;"Trenèiansky kraj";"obec";;-480569.64;-1235814.11
521469;"Hı¾ov";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-274041.6;-1237981.71
543781;"Stankovce";811;"Trebišov";8;"Košickı  kraj";"obec";;-233178.42;-1235964.61
528455;"Kravany";811;"Trebišov";8;"Košickı  kraj";"obec";;-234365.72;-1236517.8
525847;"Koce¾ovce";808;"Roòava";8;"Košickı  kraj";"obec";;-330112.76;-1237238.79
508586;"Dúbravica";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-408970.66;-1235640.55
523241;"Zaluice";807;"Michalovce";8;"Košickı  kraj";"obec";;-208616.11;-1237324.17
556327;"Solèianky";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-488473.19;-1235711.76
514292;"Oslany";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-468415.88;-1236302.21
507351;"Naháè";207;"Trnava";2;"Trnavskı kraj";"obec";;-537651.21;-1241131.7
523135;"Suché";807;"Michalovce";8;"Košickı  kraj";"obec";;-220201.79;-1236427.91
560031;"Èuèma";808;"Roòava";8;"Košickı  kraj";"obec";;-315803.33;-1240137.87
522627;"Koòuš";809;"Sobrance";8;"Košickı  kraj";"obec";;-188652.13;-1236480.06
521671;"Medzev";806;"Košice - okolie";8;"Košickı  kraj";"mesto";;-290088.96;-1240272.23
518981;"elezná Breznica";611;"Zvolen";6;"Banskobystrickı kraj";"obec";;-428590.55;-1240842.53
515043;"Klenovec";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-364196.68;-1247730.4
543314;"Lúèka";704;"Levoèa";7;"Prešovskı kraj";"obec";;-299820.77;-1203650.38
524417;"Fulianka";707;"Prešov";7;"Prešovskı kraj";"obec";;-255829.34;-1201573.84
528935;"Nová Kelèa";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-229092.73;-1203046.51
504815;"Skalica";206;"Skalica";2;"Trnavskı kraj";"okresné mesto";;-557315.9;-1204156.08
544060;"Babie";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-243806.06;-1201649.05
524981;"Ostrovany";708;"Sabinov";7;"Prešovskı kraj";"obec";;-271224.86;-1201007.64
510637;"Liptovská Osada";508;"Ruomberok";5;"ilinskı kraj";"obec";;-407368.64;-1205204.89
526452;"Dlhé Stráe";704;"Levoèa";7;"Prešovskı kraj";"obec";;-315038.87;-1202843.99
512494;"Ondrašová";509;"Turèianske Teplice";5;"ilinskı kraj";"obec";;-440867.16;-1203605.11
512397;"Laskár";506;"Martin";5;"ilinskı kraj";"obec";;-435473.09;-1202414.0
524913;"Nemcovce";707;"Prešov";7;"Prešovskı kraj";"obec";;-252034.39;-1203466.3
512346;"Karlová";506;"Martin";5;"ilinskı kraj";"obec";;-433757.28;-1202283.82
544183;"Ïurïoš";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-241649.6;-1204041.94
520276;"Jabloò";702;"Humenné";7;"Prešovskı kraj";"obec";;-208286.16;-1203380.49
520781;"Slovenské Krivé";702;"Humenné";7;"Prešovskı kraj";"obec";;-206480.47;-1202846.44
524620;"Kapušany";707;"Prešov";7;"Prešovskı kraj";"obec";;-255782.74;-1203736.45
523542;"Jánovce";706;"Poprad";7;"Prešovskı kraj";"obec";;-321678.23;-1203467.81
512079;"Blatnica";506;"Martin";5;"ilinskı kraj";"obec";;-432239.22;-1204918.83
543624;"Spišskı Štvrtok";704;"Levoèa";7;"Prešovskı kraj";"obec";;-318973.15;-1205315.79
520292;"Jankovce";702;"Humenné";7;"Prešovskı kraj";"obec";;-221607.11;-1203767.02
520110;"Èernina";702;"Humenné";7;"Prešovskı kraj";"obec";;-219772.46;-1204546.29
521027;"Vyšné Ladièkovce";702;"Humenné";7;"Prešovskı kraj";"obec";;-214903.02;-1206323.33
514420;"Valaská Belá";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-471398.17;-1207308.5
511048;"Svätı Krí";505;"Liptovskı Mikuláš";5;"ilinskı kraj";"obec";;-386759.91;-1195676.61
511099;"Uhorská Ves";505;"Liptovskı Mikuláš";5;"ilinskı kraj";"obec";;-375952.99;-1195352.37
519537;"Lúèka";712;"Svidník";7;"Prešovskı kraj";"obec";;-244906.77;-1197904.35
525022;"Podhorany";707;"Prešov";7;"Prešovskı kraj";"obec";;-253735.66;-1199933.49
520896;"Topo¾ovka";702;"Humenné";7;"Prešovskı kraj";"obec";;-221091.2;-1218827.25
500046;"Báb";403;"Nitra";4;"Nitriansky  kraj";"obec";;-515467.99;-1267739.99
523364;"Zemplínska Široká";807;"Michalovce";8;"Košickı  kraj";"obec";;-209751.48;-1244815.63
520225;"Hrabovec nad Laborcom";702;"Humenné";7;"Prešovskı kraj";"obec";;-211138.17;-1199831.98
519553;"Lukov";701;"Bardejov";7;"Prešovskı kraj";"obec";;-272677.17;-1175509.1
521205;"Bohdanovce";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-252597.35;-1247168.98
521795;"Nová Polhora";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-257973.44;-1227343.42
506982;"Dolnı Lopašov";204;"Piešany";2;"Trnavskı kraj";"obec";;-529606.75;-1236766.78
516937;"Kopernica";613;"iar nad Hronom";6;"Banskobystrickı kraj";"obec";;-438110.64;-1232498.99
521418;"Her¾any";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-246279.3;-1231506.67
507750;"Vrbové";204;"Piešany";2;"Trnavskı kraj";"mesto";;-523201.75;-1232332.77
522520;"Inovce";809;"Sobrance";8;"Košickı  kraj";"obec";;-181589.9;-1231299.56
580244;"Malachov";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-422164.97;-1231034.33
516945;"Kosorín";613;"iar nad Hronom";6;"Banskobystrickı kraj";"obec";;-443401.41;-1236079.11
508781;"Môlèa";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-411712.73;-1231741.88
507440;"Piešany";204;"Piešany";2;"Trnavskı kraj";"okresné mesto";;-515584.47;-1236117.24
525570;"Brdárka";808;"Roòava";8;"Košickı  kraj";"obec";;-330002.33;-1230896.23
557714;"Jalovec";307;"Prievidza";3;"Trenèiansky kraj";"obec";;-446926.12;-1222201.33
543357;"Mlynky";810;"Spišská Nová Ves";8;"Košickı  kraj";"obec";;-322722.4;-1221638.31
544051;"Vranov nad Top¾ou";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"okresné mesto";;-230590.02;-1222392.49
509086;"Valaská";603;"Brezno";6;"Banskobystrickı kraj";"obec";;-385674.12;-1221950.9
524352;"Drienov";707;"Prešov";7;"Prešovskı kraj";"obec";;-260964.4;-1222941.06
524760;"Lièartovce";707;"Prešov";7;"Prešovskı kraj";"obec";;-263070.46;-1222380.93
544213;"Hanušovce nad Top¾ou";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"mesto";;-243604.04;-1206643.81
526401;"Bijacovce";704;"Levoèa";7;"Prešovskı kraj";"obec";;-294936.05;-1204322.98
528323;"Dobrá";811;"Trebišov";8;"Košickı  kraj";"obec";;-207366.13;-1275980.88
502162;"Devièany";402;"Levice";4;"Nitriansky  kraj";"obec";;-453629.01;-1271647.32
521736;"Niná Myš¾a";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-255279.44;-1250562.12
580791;"Rado¾a";504;"Kysucké Nové Mesto";5;"ilinskı kraj";"obec";;-438899.65;-1164726.97
543888;"Ve¾ké Slemence";807;"Michalovce";8;"Košickı  kraj";"obec";;-198072.73;-1265656.78
522104;"Trstené pri Hornáde";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-257925.01;-1256202.61
520446;"Lieskovec";702;"Humenné";7;"Prešovskı kraj";"obec";;-220712.44;-1215455.4
500593;"Neverice";407;"Zlaté Moravce";4;"Nitriansky  kraj";"obec";;-485354.9;-1264098.91
503258;"Kamennı Most";404;"Nové Zámky";4;"Nitriansky  kraj";"obec";;-461589.58;-1323829.22
556262;"Dvorany nad Nitrou";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-495498.47;-1249938.32
502715;"Santovka";402;"Levice";4;"Nitriansky  kraj";"obec";;-450828.47;-1290655.44
501182;"Kamenièná";401;"Komárno";4;"Nitriansky  kraj";"obec";;-507987.56;-1323377.97
526011;"Muránska Lehota";608;"Revúca";6;"Banskobystrickı kraj";"obec";;-351620.38;-1233818.66
526274;"Slavoška";808;"Roòava";8;"Košickı  kraj";"obec";;-330303.19;-1235178.16
521493;"Jasov";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-283804.27;-1242643.46
505251;"Norovce";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-489699.97;-1234215.78
505129;"Malé Kršteòany";305;"Partizánske";3;"Trenèiansky kraj";"obec";;-471496.05;-1235026.06
526142;"Revúca";608;"Revúca";6;"Banskobystrickı kraj";"okresné mesto";;-347009.01;-1238904.32
517089;"Nevo¾né";613;"iar nad Hronom";6;"Banskobystrickı kraj";"obec";;-433186.6;-1234640.03
505749;"Velušovce";406;"Topo¾èany";4;"Nitriansky  kraj";"obec";;-495721.66;-1234028.71
521175;"Beniakovce";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-258205.37;-1234407.51
525952;"Markuška";808;"Roòava";8;"Košickı  kraj";"obec";;-331258.79;-1234971.0
521728;"Niná Kamenica";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-246249.41;-1235647.61
522279;"Michalovce";807;"Michalovce";8;"Košickı  kraj";"okresné mesto";;-213998.53;-1237730.44
557293;"Vlkanová";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-418182.15;-1235821.73
522996;"Rakovec nad Ondavou";807;"Michalovce";8;"Košickı  kraj";"obec";;-223958.68;-1235675.93
508519;"Èerín";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-411260.18;-1237445.6
522309;"Baškovce";809;"Sobrance";8;"Košickı  kraj";"obec";;-192950.03;-1235361.32
507342;"Moravany nad Váhom";204;"Piešany";2;"Trnavskı kraj";"obec";;-513189.14;-1235416.02
522091;"Trsany";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-251749.59;-1235654.23
508543;"Dolná Mièiná";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-412760.23;-1235843.96
516732;"Dolná Ves";613;"iar nad Hronom";6;"Banskobystrickı kraj";"obec";;-435380.81;-1235014.39
504726;"Prievaly";205;"Senica";2;"Trnavskı kraj";"obec";;-551340.88;-1236906.32
525529;"Roòava";808;"Roòava";8;"Košickı  kraj";"okresné mesto";;-316633.82;-1243744.9
522741;"Lúèky";807;"Michalovce";8;"Košickı  kraj";"obec";;-204938.79;-1236848.57
515167;"Lipovec";609;"Rimavská Sobota";6;"Banskobystrickı kraj";"obec";;-351570.24;-1253804.51
511315;"Cinobaòa";607;"Poltár";6;"Banskobystrickı kraj";"obec";;-382787.09;-1263225.11
543659;"Švedlár";801;"Gelnica";8;"Košickı  kraj";"obec";;-302255.92;-1227285.56
557285;"Nemce";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-414685.57;-1225481.02
542776;"Cimenná";301;"Bánovce nad Bebravou";3;"Trenèiansky kraj";"obec";;-491412.17;-1223368.0
506443;"Povaany";304;"Nové Mesto nad Váhom";3;"Trenèiansky kraj";"obec";;-513347.23;-1223803.63
508713;"Kordíky";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-426526.34;-1223761.05
521256;"Bunetice";806;"Košice - okolie";8;"Košickı  kraj";"obec";;-252136.58;-1224411.36
543373;"Nálepkovo";801;"Gelnica";8;"Košickı  kraj";"obec";;-309084.44;-1223613.68
520268;"Chlmec";702;"Humenné";7;"Prešovskı kraj";"obec";;-212137.87;-1223214.98
529222;"Vechec";713;"Vranov nad Top¾ou";7;"Prešovskı kraj";"obec";;-235153.99;-1223918.19
505994;"Hôrka nad Váhom";304;"Nové Mesto nad Váhom";3;"Trenèiansky kraj";"obec";;-509784.97;-1222824.42
509001;"Slovenská ¼upèa";601;"Banská Bystrica";6;"Banskobystrickı kraj";"obec";;-407995.67;-1225883.57
526134;"Rejdová";808;"Roòava";8;"Košickı  kraj";"obec";;-333925.5;-1228051.92
523097;"Staré";807;"Michalovce";8;"Košickı  kraj";"obec";;-216965.96;-1226011.44
520179;"Dúbrava";709;"Snina";7;"Prešovskı kraj";"obec";;-181405.39;-1225437.73
526541;"Helcmanovce";801;"Gelnica";8;"Košickı  kraj";"obec";;-290532.85;-1226028.68
